Title,Posting URL,Price,Location,Posted on,Post Time,Updated on,Update time,Description
2011 *Honda Fit* Base 4dr Hatchback 5A - Honda Silver,http://albany.craigslist.org/ctd/5699650133.html,$9797," (East Greenbush, NY)",2016-07-25,09:33:04,2016-07-28,00:24:49,"
  2011 **Honda Fit** Base 4dr Hatchback 5A

Michael's Auto Plaza ☎ Phone:(518) 730-4202 ext: 0602

 Year: *2011*
Make: *Honda*
Model: *Fit*
Series *Base 4dr Hatchback 5A*
Exterior Color: Silver
Interior Color: Gray
Engine: 1.5L I4
Doors: 
Odometer: 112571
Stock #: 10252
VIN: JHMGE8H36BS007439
Price: 9797 
**Honda Fit**, Take a look at this Certified ONE OWNER Clean Carfax 2011 Honda Fit, Silver with Gray Interior, Traction Control, Keyless Entry, Power Windows, Locks & Mirrors. A/C, Cruise, Tilt, CD.        Trades Welcome - All Reasonable Offers Considered!!! We ship our vehicles worldwide, please call us for a shipping quote. WE OFFER GUARANTEED CREDIT PROGRAMS!!!! Call Toll FRE or TEXT anytim!! FREE Carfax available on any vehicle! Call for your copy today! FINANCING for ALL needs! Rates From 2.74% APR if credit qualified! Great rates for the credit challenged too!       AD CREATED BY AUTOMOTIVE ENHANCEMENT              PHON       Information deemed reliable, but not guaranteed. Interested parties should confirm all data before relying on it to make a purchase decision. All prices and specifications are subject to change without notice. Prices may not include additional fees such as government fees and taxes, title and registration fees, finance charges, dealer document preparation fees, processing fees, and emission testing and compliance charges., 2011 **Honda Fit** Base 4dr Hatchback 5A
   For more information on this 2011 **Honda Fit** Base 4dr Hatchback 5A:  

☎ Phone:    (518) 730-4202 ext: 0602
WEB:            http://classifieds.usedcar.zone/r?P=3462713&U;=1
Instant Credit Approval:   http://classifieds.usedcar.zone/r?P=3462713&U;=3


  Good Credit, No Credit, Bad Credit and First-Time Buyers.   We Can Help!!!! 
  Our Special Financing department is here for you.  Call our team at (518) 730-4202 ext: 0602 to get qualified today. You can also apply online at: http://classifieds.usedcar.zone/r?P=3462713&U;=3
This *Honda Fit* is offered by:
Michael's Auto Plaza
601 Columbia Tpke
East Greenbush, NY 12061
Phone:  (518) 730-4202 ext: 0602

Store Hours:
Mon - Thur:  9am - 8pm
Friday:  9am - 6pm
Saturday:  9am - 6pm
Sunday:  10am - 5pm

Equipment / Features on this ***Honda Fit*** 
Door Handle Color - Body-Color Front Bumper Color - Body-Color Mirror Color - Black Rear Bumper Color - Body-Color Air Filtration Front Air Conditioning Front Air Conditioning Zones - Single Cupholders - 10 Multi-Function Remote - Keyless Entry One-Touch Windows - 1 Power Outlet(S) - 12V Front Steering Wheel - Tilt And Telescopic Steering Wheel Mounted Controls - Cruise Control Storage - Cargo Tie-Down Anchors And Hooks Storage - Door Pockets Storage - Front Seatback Storage - Grocery Bag Holder Storage - Under Rear Seats Vanity Mirrors - Dual Front Brake Type - Ventilated Disc Front Shock Type - Gas Front Spring Type - Coil Front Struts - Macpherson Front Suspension Type - Lower Control Arms Rear Brake Type - Drum Rear Shock Type - Gas Rear Spring Type - Coil Rear Suspension Type - Torsion Beam Abs - 4-Wheel Electronic Brakeforce Distribution Front Brake Diameter - 10.3 Front Suspension Classification - Independent Rear Brake Diameter - 7.9 Rear Suspension Classification - Semi-Independent Stability Control Traction Control Gauge - Tachometer In-Dash Cd - Mp3 Playback Total Speakers - 4 Warnings And Reminders - Tire Fill Alert Antenna Type - Mast Auxiliary Audio Input - Mp3 Auxiliary Audio Input - Usb Fuel Economy Display - Mpg In-Dash Cd - Single Disc Multi-Function Display Radio - Am/Fm Speed Sensitive Volume Control Trip Computer Warnings And Reminders - Low Fuel Level Warnings And Reminders - Low Oil Level Watts - 160

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this Honda Fit, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Michael's Auto Plaza at (518) 730-4202.
2011 Honda Fit Base 4dr Hatchback 5A || 3462713 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Honda || Fit || Base 4dr Hatchback 5A || Honda Fit || Used Cars || East Greenbush || Used Lot || Bad Credit || No Credit || Honda Fit Base 4dr Hatchback 5A

Ad created using Automotive Enhancement 518-821-2685 "
2012 Honda Civic EX 4dr Sedan Sedan,http://albany.craigslist.org/ctd/5720640404.html,$13395, (*Honda* *Civic*),2016-08-07,10:40:23,N/A,,"
       
        Tower Auto Sales

            Call Us : (518) 213-5275


        General Information
    


Year : 2012
            

Make : *Honda*
            

Model : *Civic*
            

Exterior Color : GY
        

Interior Color : Unspecified
                

Fuel : GASOLINE
                

Transmission : AUTOMATIC 5-SPEED
                

Engine : 1.8L I4
                

Stock Number : 9335
        

VIN Number : 2HGFB2F80CH310499
        

Miles : 39318
            

Price : 

          
                $ 13395
          
            



        Vehicle Information
    



Description : 

                        Amazing never looked so good! Our 2012 Honda Civic Sedan EX is shown in beautiful Polished Metal Metallic. Under the hood is a powerful 1.8 Liter that offers 140hp on demand while connected to a smooth shifting 5 Speed Automatic transmission. Together this team achieves 39mpg, that s right, in this 9th generation Civic, Honda has enhanced and optimized the benchmark in its class to provide even more efficiency and value.   The playful, yet mature aerodynamic design with sculpted bumpers exudes a fresh look that will turn heads and provides nimble, precise handling for drivability that is top in its class. The spacious interior features a CD/MP3 Playback stereo, Bluetooth technology and power accessories. You ll appreciate the sunroof and massive trunk for all of your gear as you confidently cruise around town.  Honda is a leader in safety innovation and once again, the engineers behind this car have superior safety in mind with ACE body structure, an army of airbags and anti-lock brakes. Tried and true, this soulful car is built for fuel economy, safety, and entertaining driving dynamics. Once you get behind the wheel you ll know you ve made the right choice. Print this page and call us Now... We Know You Will Enjoy Your Test Drive Towards Ownership! Stop in today at Tower Auto Sales or give us a call at 518-382-8397!

Options : 

                        USB audio interface,Bluetooth HandsFreeLink,Integrated rear window antenna,160-watt AM/FM audio system w/CD player -inc: (6) speakers MP3/WMA playback aux input jack speed-sensitive volume control radio data system (RDS),P205/55HR16 all-season tires,16 alloy wheels,Compact spare tire & wheel,Pwr tilt moonroof w/1-touch feature,Body-colored pwr mirrors,Body-colored door handles,Variable intermittent windshield wipers,Multi-reflector auto-off halogen headlights,Body-colored bumpers,Coin tray,Rear seat heater ducts,Intelligent multi-information display (i-MID) -inc: welcome screen customizable settings digital odometer (2) digital trip meters clock average speed elapsed time average fuel economy miles-to-empty exterior temp digital fuel-mileage indicators maintenance minder system Bluetooth HandsFreeLink info,Rear window defroster w/timer,Remote fuel filler door release,Tilt/telescoping steering column,Center console w/armrest storage compartment,Maintenance Minder system,Cloth reclining front bucket seats -inc: driver manual height adjustment active adjustable head restraints,Front/center console 12V aux pwr outlets,Pwr windows w/driver auto-up/down,Immobilizer theft-deterrent system,Front & rear floor mats,Air conditioning w/air filtration system,Front door pocket storage bins,60/40 fold down rear seatback -inc: adjustable head restraints,Indicator lights -inc: trunk/door-open low fuel/oil coolant temp front passenger front & front side airbag status,Front & rear cup holders,Driver footrest,Illuminated steering wheel-mounted audio/cruise/phone/i-MID controls,Pwr door locks w/auto-lock feature,Map lights,Cargo area light,Security system,Rear seat armrest,Passenger-side seatback pocket,Remote entry -inc: remote trunk release,Dual visor vanity mirrors,Headlights-on reminder,Cruise control,2-tier instrument panel w/blue backlit gauges -inc: tachometer,Illuminated driver window/driver door lock controls,Interior remote trunk release w/lock,Front & rear stabilizer bars,Eco Assist system,Aluminum-alloy engine block,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,Multi-link rear suspension,Motion-adaptive electric pwr rack & pinion steering,Front wheel drive,MacPherson strut front suspension,Compact 5-speed automatic transmission w/OD,Pwr ventilated front/solid rear disc brakes,Drive-by-wire throttle,Daytime running lights,Brake assist,2nd row lower anchors & tethers for children (LATCH) -inc: outboard lower anchors tether anchors for all positions,3-point seat belts in all seating positions -inc: front automatic tensioning system adjustable front seat belt anchors,Emergency trunk release,Vehicle Stability Assist (VSA) w/traction control,Advanced Compatibility Engineering (ACE) body structure,Driver & front passenger dual-stage multiple-threshold airbags,Front & rear side curtain airbags,Side-impact door beams,Child-proof rear door locks,Dual front side-impact airbags w/passenger-side occupant position detection system,Tire pressure monitoring system,4-wheel anti-lock braking system (ABS) w/electronic brake distribution (EBD)

 

Go to URL below to Email, Get Financed and View More Pictures
http://vehiclefinderusa.com/towerautosales/2HGFB2F80CH310499





        Dealer Information
    


Tower Auto Sales
Phone : (518) 213-5275

1806 State Street Schenectady, NY 12304



Why Buy From Us ???  
        Why Buy From Us ???  Here at Tower Auto Sales in Schenectady NY, we strive to help everyone, regardless of their recent credit history get into a car, truck or SUV that meets their transportation needs. We work with a diverse group of lenders, allowing us to offer the best rates and terms available for your next vehicle purchase. Got Credit Problems? Call us Today!What Our Customers Are Saying....I would highly recommend Tower Auto Sales to anyone looking for a used car!!! I recently purchased a 2012 Ford Fusion from Tower Auto Sales. The car was very clean and priced appropriately, the dealership had a comfortable atmosphere and the staff was extremely friendly, helpful and honest. Tower Auto Sales was a REFRESHING car buying experience!! Jason From Galway




**HONDA** **CIVIC** **HONDA** **CIVIC** **HONDA** **CIVIC** **HONDA** **CIVIC** **HONDA** **CIVIC**

Powered by : IproSell 		2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01
    "
2015 Honda grom,http://albany.craigslist.org/mcy/5688347523.html,$3500," (Corinth, ny)",2016-07-18,08:13:47,N/A,,"
Never ridden, 0 miles    "
2015 Honda FourTrax Rancher 4x4 EPS (TRX420FM2F),http://albany.craigslist.org/snd/5652035674.html,Not Listed," (Bennington, VT)",2016-06-24,17:05:24,2016-07-22,09:45:04,"
Call Ronnie's Cycle of Bennington at 
 show contact info
ext 231or text 231 to 
 show contact info
for full details
http://6937.qualityatv.net/l/18003920/2/15960925/231
InfoType: Work/UtilityStock #: 101092DetailsColor: OliveCondition: NewDrivetrainEngine Size: 420Transmission: 5-speed with reverse
"
2015 -2017 Honda Fit oem rubber floor mats and trunk Mat,http://albany.craigslist.org/pts/5656006648.html,$150, (Latham),2016-06-27,11:48:18,2016-07-16,11:00:52,"
I have rubber floor mats and trunk mat from Honda oem parts like new I'm asking $150 will if 2015-2016 Honda Fit any trim level    "
2015 Honda FourTrax Foreman Rubicon 4x4 EPS (TRX500FM6F),http://albany.craigslist.org/snd/5652054234.html,Not Listed," (Bennington, VT)",2016-06-24,17:16:11,2016-07-22,09:45:16,"
Call Ronnie's Cycle of Bennington at 
 show contact info
ext 236or text 236 to 
 show contact info
for full details
http://6937.atvsforless.net/s/18003922/2/15960926/236
DescriptionPower Steering!!  Engineered For Comfort And Confidence—All Day Long.      FourTrax Foreman Rubicon has always been a rider favorite. And here’s the best news: for 2015  the Rubicon is better than ever  with new features and six models that give you a wide variety of choices. Its superior engineering gives you the confidence you need to tackle tough trails.     Recommended for riders 16 years of age and older. Honda recommends that all ATV riders take a training course and read their owner's manual thoroughly.  InfoType: Work/UtilityStock #: 000107DetailsColor: RedCondition: NewDrivetrainEngine Size: 475Transmission: 5-speed with reverse
"
"ACURA ILX, RLX/HONDA CIVIC, CR-V 07-15 A/C COMPRESSOR",http://albany.craigslist.org/pts/5707908540.html,$125, (STILLWATER),2016-07-30,09:01:59,2016-08-07,10:20:03,"
Acura/Honda Original Equipment Sanden A/C Compressor Tested/Working. Fits Acura/Honda Models as Follows:
2013-2015 Acura ILX 2.4L
2007-2012 Acura RDX 2.3L
2012-2014 Honda Civic 2.4L
2007-2015 Honda CR-V 2.4L    "
TRUCK CAMPER,http://albany.craigslist.org/rvs/5725557789.html,$38000," (WEST SPRINGFIELD, MA)",2016-08-10,11:27:32,2016-08-15,08:35:00,"
Well sometimes life throws you curve balls and one has just gotten thrown at the wife and me. Because of an unexpected and unanticipated family crisis we must sell our unused 2016 Arctic Fox 1140 truck camper. We cannot in good conscience take off for weeks or months at a time with the family situation as it stands now. Our plans of crisscrossing the Canadian provinces, hitting the Alcan Highway to Alaska and exploring Alaska, then coming back and going in search of America have now been put on hold for the foreseeable future. 

We bought this camper on June 24th 2016 from Truck Camper Warehouse in West Chesterfield, NH. We stayed in it one night at the warehouse, on one of their campsites, as they like you to do to familiarize yourself with the camper and how everything works. Next day we drove it home to West Springfield, a 60 mile trip, and dropped it on the cement slab we had put in this spring so we would have a dedicated place to put the camper. We spent the next week or so shopping to get all the accouterments to outfit the camper for short and long hauls. I am talking everything like toasters, coffeepots, camp chairs, silverware, plates, sheets, pillows and on and on. This baby was loaded and ready to go.

The day before we were supposed to take it on its first break-in/learn trip up to Lake Ontario, the turd hit the turbines, (as we say in the Air Force) with the family situation. There is a sizable sum of money tied up in the camper and the 2016 Chevy Silverado Duramax Crew Cab dually diesel with 8' bed. Because there is no change anticipated with the family situation for at least the next few years we feel it best that we try and sell it rather than have it just sitting on the cement slab for a few years therefore we are trying to sell the camper, at a little loss.

It is a beautiful camper with the slide out for the dinette and cooking area. Plenty roomy and well-built with dark cherry cabinets and an aluminum framed super structure to prevent rot.

It has all the standard feature as shown in the link to the web site and on the attached picture. It has the FOX VALUE PACKAGE shown in the same. For additional options it has:

EZ open handle
AM/FM/CD/DVDPLAYER
22"" 110/12V LED TV
Thermal pane windows
Fox Landing (these are the nice step that fold out at an angle so you are not stepping on your trailer hitch when exiting the camper.
It has a wet bath
11K BTU Air Conditioner
3 burner cook top
Microwave oven
Slide-out topper
Rear motorized awning

We also equipped it with dealer installed:

2 Trojan AGM G27 batteries
Back up camera.
Additional aluminum step
Honda 2000i generator
Aluminum Torque Lift Tiedowns with Fast Gun restraints.
Hitch extension with wiring so we could also pull our boat.

This is about as well equipped truck camper as you will find. You will need to do nothing but change out the tie-downs for your truck, load her up and drive her away. Existing tie downs are for a 2016 Chevy 3500 dually. This camper fully loaded will require a truck with an 8' bed GVW of around 13,000-14,000 pounds. I was told you can get away with a single rear wheel vehicle with the addition of Stabil loads and suspension air bags but I would not suggest it. It's in better shape now than when we bought with the wax job that took three days to finish.

Total we paid for this camper which has only seen a 60 mile ride home was $40,000. We have probably added $500 dollars' worth of stuff equipping it. I am asking $38,000.
I can only find the NADA value for a 2015 1140 Arctic Fox equipped similar to ours (ours has a few more options).  Link below.

http://www.nadaguides.com/RVs/2015/A...6545187/Values

This is the link to the Northwood Mfg. site for the Arctic Fox 1140 truck camper.

http://northwoodmfg.com/truck-campers/arctic-fox-camper/af-camper-1140/

The camper is located in West Springfield, Massachusetts.

I might consider selling the tuck and camper as a whole package. I don't need this big a truck as I will not have the camper. I am having a little trouble getting a used truck value on it because it is a 2016 but if someone is interested we can talk.

2016 Chevrolet Silverado 3500HD Crew Cab, 8'bed, Duramax Diesel, dual rear wheels, 14000lb GVW, 4,700lb payload package. It has just about every option available except the rear seat DVD player. It has less than 7,000 miles on it. On the recent trip to Florida it got 22MPG highway unloaded. Average mileage overall all is 16 MPG. That isn't bad for a big truck like this. Again I am just considering selling the truck because I like it so darn much.    "
"OBO Genuine, Assembled in orig box HONDA KAYAK ATTACHMENT",http://albany.craigslist.org/pts/5736275152.html,$125," (troy, ny)",2016-08-16,22:25:26,N/A,,"
FREE DELIVERY IN TROY/ALBANY/SCHENECTADY AREA


DETAILS:
USED MAYBE 5 TIMES. NO SCRATCHES DENTS OR FLAWS
ASSEMBLED PROPERLY, OF COURSE.. IF I USED THEM!

STORY IS TOTALED HONDA ELEMENT THAT I USED TO TRANSPORT KAYAK TO AND FROM LAKE GEORGE 2 SUMMERS AGO AND LAST SUMMER A COUPLE TIMES.

PURCHASED 2015 FROM KEELER HONDA FOR OVER $200

I STILL HAVE SMALL HONDA, JUST NO ROOF RACKS



*****ISSUE****
ONE MISSING ATTACHMENT STRAP
WHICH I NEVER USED PROBABLY WHY I MISPLACED IT


JUST MOVED AND FOUND THIS BOX..FIGURE WHY NOT LET IT GO TO USE WITH SOMEONE WHO WILL CARE FOR PARTS    "
Kubota Zero Turn Mower,http://albany.craigslist.org/grd/5725185167.html,$3500, (Lenox),2016-08-10,04:28:44,N/A,,"
Purchased 2015. approx 40 hours use

Purchase prince (incl tax). $4950

$3,500 OBO

48"" Deck

with the 22-inch, low-profile rear wheels with wide tread to distribute the weight, while in the cockpit the high-back seat has armrests and cup holders. Controls are located on the right armrest.

I also have a Honda Commercial Mower for sale and an Ariens Deluxe 30 snowblower for sale...they will each be posted separately....In western Mass Craigslist 




http://www.kubota.com/product/z100/z100.aspx    "
2013 *Honda Ridgeline* Sport 4x4 4dr Crew Cab - Honda White,http://albany.craigslist.org/ctd/5714249304.html,$27997," (East Greenbush, NY)",2016-08-03,10:03:00,2016-08-03,19:47:45,"
  2013 **Honda Ridgeline** Sport 4x4 4dr Crew Cab

Michael's Auto Plaza ☎ Phone:(518) 730-4202 ext: 0378

 Year: *2013*
Make: *Honda*
Model: *Ridgeline*
Series *Sport 4x4 4dr Crew Cab*
Exterior Color: White
Interior Color: Black
Engine: 3.5L V6
Doors: 
Odometer: 30438
Stock #: 10307
VIN: 5FPYK1F7XDB012596
Price: 27997 
**Honda Ridgeline**, Come see this ONE OWNER Clean Carfax 2013 Honda Ridgeline Sport, White with Black Interior, 30k miles, Backup Camera, Balance of the Factory Warranty, Bedliner, Premium Wheels, Portable Audio Connection, 4x4, Traction Control, Keyless Entry, Power Windows, Locks & Mirrors. A/C, Cruise, Tilt, CD.        Trades Welcome - All Reasonable Offers Considered!!! We ship our vehicles worldwide, please call us for a shipping quote. WE OFFER GUARANTEED CREDIT PROGRAMS!!!! Call Toll FRE or TEXT anytim!! FREE Carfax available on any vehicle! Call for your copy today! FINANCING for ALL needs! Rates From 2.74% APR if credit qualified! Great rates for the credit challenged too!       AD CREATED BY AUTOMOTIVE ENHANCEMENT              PHON       Information deemed reliable, but not guaranteed. Interested parties should confirm all data before relying on it to make a purchase decision. All prices and specifications are subject to change without notice. Prices may not include additional fees such as government fees and taxes, title and registration fees, finance charges, dealer document preparation fees, processing fees, and emission testing and compliance charges., 2013 **Honda Ridgeline** Sport 4x4 4dr Crew Cab
   For more information on this 2013 **Honda Ridgeline** Sport 4x4 4dr Crew Cab:  

☎ Phone:    (518) 730-4202 ext: 0378
WEB:            http://classifieds.usedcar.zone/r?P=3574114&U;=1
Instant Credit Approval:   http://classifieds.usedcar.zone/r?P=3574114&U;=3


  Good Credit, No Credit, Bad Credit and First-Time Buyers.   We Can Help!!!! 
  Our Special Financing department is here for you.  Call our team at (518) 730-4202 ext: 0378 to get qualified today. You can also apply online at: http://classifieds.usedcar.zone/r?P=3574114&U;=3
This *Honda Ridgeline* is offered by:
Michael's Auto Plaza
601 Columbia Tpke
East Greenbush, NY 12061
Phone:  (518) 730-4202 ext: 0378

Store Hours:
Mon - Thur:  9am - 8pm
Friday:  9am - 6pm
Saturday:  9am - 6pm
Sunday:  10am - 5pm

Equipment / Features on this ***Honda Ridgeline*** 
Pickup Bed Light Pickup Bed Type - Fleetside Tow Hooks - Front Tow Hooks - Rear Trailer Hitch - Class Iii Door Handle Color - Black Front Bumper Color - Body-Color Grille Color - Black Grille Color - Black Surround Mirror Color - Black Rear Bumper Color - Body-Color Steering Ratio - 18.5 Turns Lock-To-Lock - 3.40 Air Filtration Armrests - Front Center Armrests - Rear Folding Floor Mat Material - Rubber/Vinyl Floor Material - Carpet Floor Mats - Front Floor Mats - Rear Front Air Conditioning Front Air Conditioning Zones - Single Rear Heat - Independently Controlled Steering Wheel Trim - Leather Assist Handle - Front Assist Handle - Rear Center Console - Front Console With Armrest And Storage Cruise Control Cupholders - Front Cupholders - Rear Multi-Function Remote - Keyless Entry One-Touch Windows - 1 Overhead Console - Front Power Outlet(S) - 12V Rear Power Outlet(S) - Two 12V Front Power Steering - Variable/Speed-Proportional Power Windows - Lockout Button Reading Lights - Front Reading Lights - Rear Steering Wheel - Tilt Steering Wheel Mounted Controls - Audio Steering Wheel Mounted Controls - Cruise Control Storage - Cargo Tie-Down Anchors And Hooks Storage - Door Pockets Storage - Front Seatback Storage - In Bed Storage - Sunglasses Holder Storage - Under Rear Seats Trailer Wiring Vanity Mirrors - Dual Illuminating Auxiliary Transmission Fluid Cooler Front Brake Type - Ventilated Disc Front Shock Type - Gas Front Spri

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this Honda Ridgeline, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Michael's Auto Plaza at (518) 730-4202.
2013 Honda Ridgeline Sport 4x4 4dr Crew Cab || 3574114 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Honda || Ridgeline || Sport 4x4 4dr Crew Cab || Honda Ridgeline || Used Cars || East Greenbush || Used Lot || Bad Credit || No Credit || Honda Ridgeline Sport 4x4 4dr Crew Cab

Ad created using Automotive Enhancement 518-821-2685 "
2007 *Honda Accord* EX-L V6 4dr Sedan-Sunroof-Six Speed Manual - Honda Silver,http://albany.craigslist.org/ctd/5703125717.html,$10697," (East Greenbush, NY)",2016-07-27,10:03:14,2016-07-28,00:15:56,"
  2007 **Honda Accord** EX-L V6 4dr Sedan-Sunroof-Six Speed Manual

Michael's Auto Plaza ☎ Phone:(518) 730-4202 ext: 0591

 Year: *2007*
Make: *Honda*
Model: *Accord*
Series *EX-L V6 4dr Sedan-Sunroof-Six Speed Manual*
Exterior Color: Silver
Interior Color: Gray
Engine: 3.0L V6
Doors: 
Odometer: 127089
Stock #: 9586
VIN: 1HGCM65587A097088
Price: 10697 
**Honda Accord**, Come see this 2007 Honda Accord EX-L, Silver with Gray Interior, 6-speed Manual Transmission, Power Sunroof, Traction Control, Heated Seats, Premium Audio, Stereo Controls on the Wheel, Keyless Entry, Power Windows, Locks & Mirrors. A/C, Cruise, Tilt, CD.       Trades Welcome - All Reasonable Offers Considered!!! We ship our vehicles worldwide, please call us for a shipping quote. WE OFFER GUARANTEED CREDIT PROGRAMS!!!! Call Toll FRE or TEXT anytim!! FREE Carfax available on any vehicle! Call for your copy today! FINANCING for ALL needs! Rates From 2.74% APR if credit qualified! Great rates for the credit challenged too!   AD CREATED BY AUTOMOTIVE ENHANCEMENT            PHON    Information deemed reliable, but not guaranteed. Interested parties should confirm all data before relying on it to make a purchase decision. All prices and specifications are subject to change without notice. Prices may not include additional fees such as government fees and taxes, title and registration fees, finance charges, dealer document preparation fees, processing fees, and emission testing and compliance charges.             PHON, 2007 **Honda Accord** EX-L V6 4dr Sedan-Sunroof-Six Speed Manual
   For more information on this 2007 **Honda Accord** EX-L V6 4dr Sedan-Sunroof-Six Speed Manual:  

☎ Phone:    (518) 730-4202 ext: 0591
WEB:            http://classifieds.usedcar.zone/r?P=3461352&U;=1
Instant Credit Approval:   http://classifieds.usedcar.zone/r?P=3461352&U;=3


  Good Credit, No Credit, Bad Credit and First-Time Buyers.   We Can Help!!!! 
  Our Special Financing department is here for you.  Call our team at (518) 730-4202 ext: 0591 to get qualified today. You can also apply online at: http://classifieds.usedcar.zone/r?P=3461352&U;=3
This *Honda Accord* is offered by:
Michael's Auto Plaza
601 Columbia Tpke
East Greenbush, NY 12061
Phone:  (518) 730-4202 ext: 0591

Store Hours:
Mon - Thur:  9am - 8pm
Friday:  9am - 6pm
Saturday:  9am - 6pm
Sunday:  10am - 5pm

Equipment / Features on this ***Honda Accord*** 
Abs - 4-Wheel Air Filtration Airbag Deactivation - Occupant Sensing Passenger Antenna Type - Element Anti-Theft System - Alarm With Remote Anti-Theft System - Audio Security System Anti-Theft System - Engine Immobilizer Braking Assist Center Console - Front Console With Storage Center Console Trim - Simulated Carbon Fiber Child Safety Locks Child Seat Anchors Clock Cruise Control Dash Trim - Simulated Carbon Fiber Daytime Running Lights Door Trim - Leather Driver Seat - Height Adjustable Driver Seat Manual Adjustments - Lumbar Driver Seat Power Adjustments - 8 Electroluminescent Instrumentation Electronic Brakeforce Distribution Emergency Interior Trunk Release External Temperature Display Floor Mat Material - Carpet Floor Mats - Front Floor Mats - Rear Front Air Conditioning - Automatic Climate Control Front Air Conditioning Zones - Dual Front Airbags - Dual Front Headrests - 2 Front Seat Type - Bucket Front Shock Type - Gas Front Spring Type - Coil Front Struts Front Suspension Classification - Independent Front Wipers - Intermittent In-Dash Cd - 6 Disc Midyear Release - No Multi-Function Remote Multi-Function Remote - Trunk Release One-Touch Windows - 1 Passenger Seat Power Adjustments - 4 Power Outlet(S) - 12V Front Power Steering - Variable/Speed-Proportional Power Windows Power Windows - Remote Operation Radio - Am/Fm Rear Headrests - 2 Rear Seat Center Armrest - Folding With Pass-Thru Rear Seat Type - Bench Rear Shoc

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this Honda Accord, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Michael's Auto Plaza at (518) 730-4202.
2007 Honda Accord EX-L V6 4dr Sedan-Sunroof-Six Speed Manual || 3461352 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Honda || Accord || EX-L V6 4dr Sedan-Sunroof-Six Speed Manual || Honda Accord || Used Cars || East Greenbush || Used Lot || Bad Credit || No Credit || Honda Accord EX-L V6 4dr Sedan-Sunroof-Six Speed Manual

Ad created using Automotive Enhancement 518-821-2685 "
